primer_species,well_dir,ds_rate,tcrb_amp_factor,tcrg_amp_factor
V09,1_0500_2X_0p5X__JS035,70,1.07841,1.04833
V09,1_0500_2X_0p5X__JS043,70,1.35804,0.89259
V09,1_0500_2X_0p7X__WD315,70,1.45256,0.94533
V09,1_0500_2X_0p7X__WD323,70,1.2047,1.0905
V09,1_0500_2X_0p7X__WD331,70,1.38407,0.99957
V09,1_0500_3X_0p5X__JS028,70,1.11915,0.936
V09,1_0500_3X_0p5X__JS036,70,1.15149,0.85917
V09,1_0500_3X_0p5X__JS044,70,1.07629,0.91193
V09,1_0500_3X_0p7X__WD316,70,1.31821,0.91849
V09,1_0500_3X_0p7X__WD324,70,1.20413,0.91178
V09,1_0500_3X_0p7X__WD332,70,1.102,1.00258
V09,1_2000_0X_0p5X__JS001,70,1.04553,0.92917
V09,1_2000_0X_0p5X__JS009,70,1.1648,0.87405
V09,1_2000_0X_0p5X__JS017,70,1.13117,0.97051
V09,1_2000_0X_0p7X__WD289,70,1.27857,0.92621
V09,1_2000_0X_0p7X__WD297,70,1.0373,0.98262
V09,1_2000_0X_0p7X__WD305,70,1.14954,0.95755
V09,1_2000_1X_0p5X__JS002,70,1.04979,0.9373
V09,1_2000_1X_0p5X__JS010,70,1.29766,0.91296
V09,1_2000_1X_0p5X__JS018,70,1.14767,0.87607
V09,1_2000_1X_0p7X__WD290,70,1.11525,0.89469
V09,1_2000_1X_0p7X__WD298,70,1.11329,0.80176
V09,1_2000_1X_0p7X__WD306,70,1.46464,0.90788
V09,1_2000_2X_0p5X__JS003,70,1.36894,0.95217
V09,1_2000_2X_0p5X__JS011,70,1.1366,0.94297
V09,1_2000_2X_0p5X__JS019,70,1.1446,0.97916
V09,1_2000_2X_0p7X__WD291,70,1.19295,0.88353
V09,1_2000_2X_0p7X__WD299,70,1.2649,0.86728
V09,1_2000_2X_0p7X__WD307,70,1.18342,1.00661
V09,1_2000_3X_0p5X__JS004,70,1.30262,0.91552
V09,1_2000_3X_0p5X__JS012,70,1.26358,0.77036
V09,1_2000_3X_0p5X__JS020,70,1.25406,0.94655
V09,1_2000_3X_0p7X__WD292,70,1.39692,0.94439
V09,1_2000_3X_0p7X__WD300,70,1.03827,0.83679
V09,1_2000_3X_0p7X__WD308,70,1.14262,0.94809
V09-01,1_0063_0X_0p5X__JS029,70,1.05635,0.88937
V09-01,1_0063_0X_0p5X__JS037,70,1.37506,1.01333
V09-01,1_0063_0X_0p5X__JS045,70,1.06828,0.96673
V09-01,1_0063_0X_0p7X__WD317,70,0.98517,0.87007
V09-01,1_0063_0X_0p7X__WD325,70,1.32355,1.07505
V09-01,1_0063_0X_0p7X__WD333,70,1.19427,0.99536
V09-01,1_0063_1X_0p5X__JS030,70,1.27752,0.86493
V09-01,1_0063_1X_0p5X__JS038,70,1.05411,0.90089
V09-01,1_0063_1X_0p5X__JS046,70,1.18533,0.8628
V09-01,1_0063_1X_0p7X__WD318,70,1.65245,1.01076
V09-01,1_0063_1X_0p7X__WD326,70,1.24522,0.95208
V09-01,1_0063_1X_0p7X__WD334,70,1.13366,0.9611
V09-01,1_0063_2X_0p5X__JS031,70,1.17481,0.94993
V09-01,1_0063_2X_0p5X__JS039,70,1.17089,0.90294
V09-01,1_0063_2X_0p5X__JS047,70,1.03917,0.99846
V09-01,1_0063_2X_0p7X__WD319,70,1.0901,0.86447
V09-01,1_0063_2X_0p7X__WD327,70,1.18096,0.8384
V09-01,1_0063_2X_0p7X__WD335,70,1.00303,0.99132
V09-01,1_0063_3X_0p5X__JS032,70,1.32222,0.90795
V09-01,1_0063_3X_0p5X__JS040,70,1.15763,1.02486
V09-01,1_0063_3X_0p5X__JS048,70,1.15554,0.92507
V09-01,1_0063_3X_0p7X__WD320,70,1.34365,0.8742
V09-01,1_0063_3X_0p7X__WD328,70,1.0678,1.09091
V09-01,1_0063_3X_0p7X__WD336,70,1.14146,0.89534
V09-01,1_0125_0X_0p5X__JS005,70,1.16272,0.90154
V09-01,1_0125_0X_0p5X__JS013,70,1.20659,0.93869
V09-01,1_0125_0X_0p5X__JS021,70,1.0716,1.03489
V09-01,1_0125_0X_0p7X__WD293,70,1.31954,0.94046
V09-01,1_0125_0X_0p7X__WD301,70,1.09804,0.8917
V09-01,1_0125_0X_0p7X__WD309,70,1.32197,0.88085
V09-01,1_0125_1X_0p5X__JS006,70,1.25284,0.91048
V09-01,1_0125_1X_0p5X__JS014,70,1.05979,0.76002
V09-01,1_0125_1X_0p5X__JS022,70,1.11795,0.90592
V09-01,1_0125_1X_0p7X__WD294,70,0.96749,0.94715
V09-01,1_0125_1X_0p7X__WD302,70,1.05964,1.01601
V09-01,1_0125_1X_0p7X__WD310,70,1.36191,0.87572
V09-01,1_0125_2X_0p5X__JS007,70,1.05421,0.96596
V09-01,1_0125_2X_0p5X__JS015,70,1.26106,0.99102
V09-01,1_0125_2X_0p5X__JS023,70,1.09585,0.96068
V09-01,1_0125_2X_0p7X__WD295,70,0.99187,1.0063
V09-01,1_0125_2X_0p7X__WD303,70,1.06375,0.96377
V09-01,1_0125_2X_0p7X__WD311,70,1.18947,0.94374
V09-01,1_0125_3X_0p5X__JS008,70,1.08588,0.86472
V09-01,1_0125_3X_0p5X__JS016,70,1.13844,0.89788
V09-01,1_0125_3X_0p5X__JS024,70,1.34707,0.97623
V09-01,1_0125_3X_0p7X__WD296,70,1.03651,1.00865
V09-01,1_0125_3X_0p7X__WD304,70,1.05169,0.90721
V09-01,1_0125_3X_0p7X__WD312,70,1.17828,0.87061
V09-01,1_0250_0X_0p5X__JS049,70,1.22322,1.07391
V09-01,1_0250_0X_0p5X__JS057,70,1.13674,0.92713
V09-01,1_0250_0X_0p5X__JS065,70,1.12778,1.05231
V09-01,1_0250_0X_0p7X__WD337,70,1.1295,0.84902
V09-01,1_0250_0X_0p7X__WD345,70,1.24955,1.00294
V09-01,1_0250_0X_0p7X__WD353,70,1.08162,0.80766
V09-01,1_0250_1X_0p5X__JS050,70,1.12464,0.8902
V09-01,1_0250_1X_0p5X__JS058,70,1.46179,0.90014
V09-01,1_0250_1X_0p5X__JS066,70,1.03394,0.98628
V09-01,1_0250_1X_0p7X__WD338,70,1.24176,0.91781
V09-01,1_0250_1X_0p7X__WD346,70,1.24666,1.26429
V09-01,1_0250_1X_0p7X__WD354,70,1.38305,0.95032
V09-01,1_0250_2X_0p5X__JS051,70,1.01261,0.88277
V09-01,1_0250_2X_0p5X__JS059,70,1.04611,0.90791
V09-01,1_0250_2X_0p5X__JS067,70,1.43837,1.03648
V09-01,1_0250_2X_0p7X__WD339,70,1.21032,1.00498
V09-01,1_0250_2X_0p7X__WD347,70,1.20804,0.8131
V09-01,1_0250_2X_0p7X__WD355,70,1.04562,0.87373
V09-01,1_0250_3X_0p5X__JS052,70,1.05052,1.03303
V09-01,1_0250_3X_0p5X__JS060,70,1.18803,0.80686
V09-01,1_0250_3X_0p5X__JS068,70,1.10577,1.03528
V09-01,1_0250_3X_0p7X__WD340,70,1.37602,0.81276
V09-01,1_0250_3X_0p7X__WD348,70,1.2627,0.91357
V09-01,1_0250_3X_0p7X__WD356,70,1.15191,0.97097
V09-01,1_0500_0X_0p5X__JS025,70,1.14893,0.98093
V09-01,1_0500_0X_0p5X__JS033,70,1.0806,0.87398
V09-01,1_0500_0X_0p5X__JS041,70,1.09312,1.07362
V09-01,1_0500_0X_0p7X__WD313,70,1.18311,0.80715
V09-01,1_0500_0X_0p7X__WD321,70,1.04936,0.91448
V09-01,1_0500_0X_0p7X__WD329,70,1.26882,0.93612
V09-01,1_0500_1X_0p5X__JS026,70,1.14342,0.8781
V09-01,1_0500_1X_0p5X__JS034,70,1.02413,0.86098
V09-01,1_0500_1X_0p5X__JS042,70,1.20667,0.91449
V09-01,1_0500_1X_0p7X__WD314,70,1.28903,0.82391
V09-01,1_0500_1X_0p7X__WD322,70,1.27531,0.90383
V09-01,1_0500_1X_0p7X__WD330,70,1.18508,1.01278
V09-01,1_0500_2X_0p5X__JS027,70,1.22236,0.93264
V09-01,1_0500_2X_0p5X__JS035,70,1.07841,1.04833
V09-01,1_0500_2X_0p5X__JS043,70,1.35804,0.89259
V09-01,1_0500_2X_0p7X__WD315,70,1.45256,0.94533
V09-01,1_0500_2X_0p7X__WD323,70,1.2047,1.0905
V09-01,1_0500_2X_0p7X__WD331,70,1.38407,0.99957
V09-01,1_0500_3X_0p5X__JS028,70,1.11915,0.936
V09-01,1_0500_3X_0p5X__JS036,70,1.15149,0.85917
V09-01,1_0500_3X_0p5X__JS044,70,1.07629,0.91193
V09-01,1_0500_3X_0p7X__WD316,70,1.31821,0.91849
V09-01,1_0500_3X_0p7X__WD324,70,1.20413,0.91178
V09-01,1_0500_3X_0p7X__WD332,70,1.102,1.00258
V09-01,1_2000_0X_0p5X__JS001,70,1.04553,0.92917
V09-01,1_2000_0X_0p5X__JS009,70,1.1648,0.87405
V09-01,1_2000_0X_0p5X__JS017,70,1.13117,0.97051
V09-01,1_2000_0X_0p7X__WD289,70,1.27857,0.92621
V09-01,1_2000_0X_0p7X__WD297,70,1.0373,0.98262
V09-01,1_2000_0X_0p7X__WD305,70,1.14954,0.95755
V09-01,1_2000_1X_0p5X__JS002,70,1.04979,0.9373
V09-01,1_2000_1X_0p5X__JS010,70,1.29766,0.91296
V09-01,1_2000_1X_0p5X__JS018,70,1.14767,0.87607
V09-01,1_2000_1X_0p7X__WD290,70,1.11525,0.89469
V09-01,1_2000_1X_0p7X__WD298,70,1.11329,0.80176
V09-01,1_2000_1X_0p7X__WD306,70,1.46464,0.90788
V09-01,1_2000_2X_0p5X__JS003,70,1.36894,0.95217
V09-01,1_2000_2X_0p5X__JS011,70,1.1366,0.94297
V09-01,1_2000_2X_0p5X__JS019,70,1.1446,0.97916
V09-01,1_2000_2X_0p7X__WD291,70,1.19295,0.88353
V09-01,1_2000_2X_0p7X__WD299,70,1.2649,0.86728
V09-01,1_2000_2X_0p7X__WD307,70,1.18342,1.00661
V09-01,1_2000_3X_0p5X__JS004,70,1.30262,0.91552
V09-01,1_2000_3X_0p5X__JS012,70,1.26358,0.77036
V09-01,1_2000_3X_0p5X__JS020,70,1.25406,0.94655
V09-01,1_2000_3X_0p7X__WD292,70,1.39692,0.94439
V09-01,1_2000_3X_0p7X__WD300,70,1.03827,0.83679
V09-01,1_2000_3X_0p7X__WD308,70,1.14262,0.94809
V10,1_0063_0X_0p5X__JS029,70,1.02257,1.10595
V10,1_0063_0X_0p5X__JS037,70,0.97532,0.94878
V10,1_0063_0X_0p5X__JS045,70,1.01065,1.03771
V10,1_0063_0X_0p7X__WD317,70,0.9111,1.02221
V10,1_0063_0X_0p7X__WD325,70,0.99357,1.10207
V10,1_0063_0X_0p7X__WD333,70,1.07647,1.0914
V10,1_0063_1X_0p5X__JS030,70,0.91557,1.21022
V10,1_0063_1X_0p5X__JS038,70,0.97682,1.19515
V10,1_0063_1X_0p5X__JS046,70,0.97264,1.02979
V10,1_0063_1X_0p7X__WD318,70,0.95927,0.98683
V10,1_0063_1X_0p7X__WD326,70,0.95983,1.17169
V10,1_0063_1X_0p7X__WD334,70,0.95576,1.21642
V10,1_0063_2X_0p5X__JS031,70,0.97687,1.11625
V10,1_0063_2X_0p5X__JS039,70,0.9828,1.09539
V10,1_0063_2X_0p5X__JS047,70,1.01211,1.09894
V10,1_0063_2X_0p7X__WD319,70,0.95663,1.0498
V10,1_0063_2X_0p7X__WD327,70,1.02111,1.17531
V10,1_0063_2X_0p7X__WD335,70,0.91341,0.94932
V10,1_0063_3X_0p5X__JS032,70,0.95246,1.26286
V10,1_0063_3X_0p5X__JS040,70,0.85923,1.17782
V10,1_0063_3X_0p5X__JS048,70,0.9958,1.04038
V10,1_0063_3X_0p7X__WD320,70,0.96856,1.17718
V10,1_0063_3X_0p7X__WD328,70,0.98236,1.16306
V10,1_0063_3X_0p7X__WD336,70,0.91421,1.17502
V10,1_0125_0X_0p5X__JS005,70,0.93156,1.08531
V10,1_0125_0X_0p5X__JS013,70,1.03929,1.02965
V10,1_0125_0X_0p5X__JS021,70,0.92276,0.93377
V10,1_0125_0X_0p7X__WD293,70,0.88964,1.22682
V10,1_0125_0X_0p7X__WD301,70,1.06573,1.1267
V10,1_0125_0X_0p7X__WD309,70,0.94684,1.11513
V10,1_0125_1X_0p5X__JS006,70,1.08422,1.01998
V10,1_0125_1X_0p5X__JS014,70,0.92305,1.17263
V10,1_0125_1X_0p5X__JS022,70,1.07005,1.09251
V10,1_0125_1X_0p7X__WD294,70,0.94898,0.89184
V10,1_0125_1X_0p7X__WD302,70,0.95961,0.97987
V10,1_0125_1X_0p7X__WD310,70,0.90287,0.99118
V10,1_0125_2X_0p5X__JS007,70,0.98654,0.95088
V10,1_0125_2X_0p5X__JS015,70,0.99497,1.17452
V10,1_0125_2X_0p5X__JS023,70,0.95577,1.09555
V10,1_0125_2X_0p7X__WD295,70,0.96224,0.98108
V10,1_0125_2X_0p7X__WD303,70,0.89257,0.99715
V10,1_0125_2X_0p7X__WD311,70,0.9817,1.07268
V10,1_0125_3X_0p5X__JS008,70,0.94884,0.95739
V10,1_0125_3X_0p5X__JS016,70,0.95617,1.17363
V10,1_0125_3X_0p5X__JS024,70,0.91041,1.09133
V10,1_0125_3X_0p7X__WD296,70,0.98193,1.06912
V10,1_0125_3X_0p7X__WD304,70,0.90248,1.1555
V10,1_0125_3X_0p7X__WD312,70,1.01265,1.13969
V10,1_0250_0X_0p5X__JS049,70,0.97455,0.97461
V10,1_0250_0X_0p5X__JS057,70,0.96328,1.05903
V10,1_0250_0X_0p5X__JS065,70,0.92693,1.05857
V10,1_0250_0X_0p7X__WD337,70,0.92059,1.17131
V10,1_0250_0X_0p7X__WD345,70,0.96363,1.06897
V10,1_0250_0X_0p7X__WD353,70,1.03514,1.10057
V10,1_0250_1X_0p5X__JS050,70,0.92921,1.24792
V10,1_0250_1X_0p5X__JS058,70,0.95746,1.1746
V10,1_0250_1X_0p5X__JS066,70,0.93063,1.15226
V10,1_0250_1X_0p7X__WD338,70,0.95848,1.02694
V10,1_0250_1X_0p7X__WD346,70,0.88429,0.90372
V10,1_0250_1X_0p7X__WD354,70,0.96519,1.02865
V10,1_0250_2X_0p5X__JS051,70,0.96179,0.98598
V10,1_0250_2X_0p5X__JS059,70,0.89674,1.02295
V10,1_0250_2X_0p5X__JS067,70,0.98939,1.10583
V10,1_0250_2X_0p7X__WD339,70,0.95239,0.86927
V10,1_0250_2X_0p7X__WD347,70,0.9195,1.01302
V10,1_0250_2X_0p7X__WD355,70,0.95045,1.13115
V10,1_0250_3X_0p5X__JS052,70,1.09633,1.07255
V10,1_0250_3X_0p5X__JS060,70,1.00137,0.96296
V10,1_0250_3X_0p5X__JS068,70,1.02237,1.01585
V10,1_0250_3X_0p7X__WD340,70,0.90668,1.08834
V10,1_0250_3X_0p7X__WD348,70,0.91104,1.10095
V10,1_0250_3X_0p7X__WD356,70,0.92789,1.12044
V10,1_0500_0X_0p5X__JS025,70,0.96218,1.08833
V10,1_0500_0X_0p5X__JS033,70,0.90027,1.08951
V10,1_0500_0X_0p5X__JS041,70,1.01641,1.09921
V10,1_0500_0X_0p7X__WD313,70,0.88494,1.03868
V10,1_0500_0X_0p7X__WD321,70,0.94891,1.00189
V10,1_0500_0X_0p7X__WD329,70,0.94852,1.09118
V10,1_0500_1X_0p5X__JS026,70,0.96879,1.04794
V10,1_0500_1X_0p5X__JS034,70,0.91621,0.91604
V10,1_0500_1X_0p5X__JS042,70,1.01237,1.09923
V10,1_0500_1X_0p7X__WD314,70,0.91784,1.08263
V10,1_0500_1X_0p7X__WD322,70,0.98675,1.07614
V10,1_0500_1X_0p7X__WD330,70,0.90409,1.00656
V10,1_0500_2X_0p5X__JS027,70,1.06391,1.06008
V10,1_0500_2X_0p5X__JS035,70,0.90731,0.94878
V10,1_0500_2X_0p5X__JS043,70,0.99192,0.93561
V10,1_0500_2X_0p7X__WD315,70,1.06565,1.00449
V10,1_0500_2X_0p7X__WD323,70,0.98823,1.16829
V10,1_0500_2X_0p7X__WD331,70,0.86285,0.96981
V10,1_0500_3X_0p5X__JS028,70,0.99454,1.18134
V10,1_0500_3X_0p5X__JS036,70,0.97302,1.24374
V10,1_0500_3X_0p5X__JS044,70,0.89908,0.91726
V10,1_0500_3X_0p7X__WD316,70,0.94271,0.97656
V10,1_0500_3X_0p7X__WD324,70,0.91049,1.00704
V10,1_0500_3X_0p7X__WD332,70,0.93153,0.98043
V10,1_2000_0X_0p5X__JS001,70,0.9679,1.13038
V10,1_2000_0X_0p5X__JS009,70,0.9503,0.97537
V10,1_2000_0X_0p5X__JS017,70,0.96362,1.04542
V10,1_2000_0X_0p7X__WD289,70,0.91055,0.93136
V10,1_2000_0X_0p7X__WD297,70,0.96955,0.95144
V10,1_2000_0X_0p7X__WD305,70,0.90181,1.07943
V10,1_2000_1X_0p5X__JS002,70,0.93316,1.20596
V10,1_2000_1X_0p5X__JS010,70,0.97086,1.03601
V10,1_2000_1X_0p5X__JS018,70,0.98033,0.99988
V10,1_2000_1X_0p7X__WD290,70,1.03751,1.18982
V10,1_2000_1X_0p7X__WD298,70,0.94625,1.17464
V10,1_2000_1X_0p7X__WD306,70,0.89317,0.94209
V10,1_2000_2X_0p5X__JS003,70,0.95452,1.07367
V10,1_2000_2X_0p5X__JS011,70,0.9766,1.00813
V10,1_2000_2X_0p5X__JS019,70,0.95312,1.05662
V10,1_2000_2X_0p7X__WD291,70,0.83502,0.98359
V10,1_2000_2X_0p7X__WD299,70,0.89525,1.22004
V10,1_2000_2X_0p7X__WD307,70,0.8634,1.03061
V10,1_2000_3X_0p5X__JS004,70,0.99624,1.12567
V10,1_2000_3X_0p5X__JS012,70,1.01563,0.80777
V10,1_2000_3X_0p5X__JS020,70,0.9621,1.1465
V10,1_2000_3X_0p7X__WD292,70,0.94195,0.98493
V10,1_2000_3X_0p7X__WD300,70,0.89435,1.10905
V10,1_2000_3X_0p7X__WD308,70,0.87511,1.00745
V10-01,1_0063_0X_0p5X__JS029,70,1.18878,1.10595
V10-01,1_0063_0X_0p5X__JS037,70,1.1072,0.94878
V10-01,1_0063_0X_0p5X__JS045,70,1.34065,1.03771
V10-01,1_0063_0X_0p7X__WD317,70,1.13743,1.02221
V10-01,1_0063_0X_0p7X__WD325,70,1.40818,1.10207
V10-01,1_0063_0X_0p7X__WD333,70,1.45125,1.0914
V10-01,1_0063_1X_0p5X__JS030,70,1.14127,1.21022
V10-01,1_0063_1X_0p5X__JS038,70,1.25872,1.19515
V10-01,1_0063_1X_0p5X__JS046,70,1.19102,1.02979
V10-01,1_0063_1X_0p7X__WD318,70,1.24871,0.98683
V10-01,1_0063_1X_0p7X__WD326,70,1.34252,1.17169
V10-01,1_0063_1X_0p7X__WD334,70,1.26729,1.21642
V10-01,1_0063_2X_0p5X__JS031,70,1.30171,1.11625
V10-01,1_0063_2X_0p5X__JS039,70,1.17101,1.09539
V10-01,1_0063_2X_0p5X__JS047,70,1.2859,1.09894
V10-01,1_0063_2X_0p7X__WD319,70,1.35893,1.0498
V10-01,1_0063_2X_0p7X__WD327,70,1.44622,1.17531
V10-01,1_0063_2X_0p7X__WD335,70,1.27743,0.94932
V10-01,1_0063_3X_0p5X__JS032,70,1.11367,1.26286
V10-01,1_0063_3X_0p5X__JS040,70,0.9712,1.17782
V10-01,1_0063_3X_0p5X__JS048,70,1.14805,1.04038
V10-01,1_0063_3X_0p7X__WD320,70,1.21275,1.17718
V10-01,1_0063_3X_0p7X__WD328,70,1.2883,1.16306
V10-01,1_0063_3X_0p7X__WD336,70,1.10779,1.17502
V10-01,1_0125_0X_0p5X__JS005,70,1.23303,1.08531
V10-01,1_0125_0X_0p5X__JS013,70,1.26053,1.02965
V10-01,1_0125_0X_0p5X__JS021,70,1.15374,0.93377
V10-01,1_0125_0X_0p7X__WD293,70,1.23439,1.22682
V10-01,1_0125_0X_0p7X__WD301,70,1.27053,1.1267
V10-01,1_0125_0X_0p7X__WD309,70,1.32123,1.11513
V10-01,1_0125_1X_0p5X__JS006,70,1.2428,1.01998
V10-01,1_0125_1X_0p5X__JS014,70,1.20081,1.17263
V10-01,1_0125_1X_0p5X__JS022,70,1.48738,1.09251
V10-01,1_0125_1X_0p7X__WD294,70,1.27914,0.89184
V10-01,1_0125_1X_0p7X__WD302,70,1.20486,0.97987
V10-01,1_0125_1X_0p7X__WD310,70,1.22179,0.99118
V10-01,1_0125_2X_0p5X__JS007,70,1.23884,0.95088
V10-01,1_0125_2X_0p5X__JS015,70,1.16154,1.17452
V10-01,1_0125_2X_0p5X__JS023,70,1.17817,1.09555
V10-01,1_0125_2X_0p7X__WD295,70,1.30694,0.98108
V10-01,1_0125_2X_0p7X__WD303,70,1.19821,0.99715
V10-01,1_0125_2X_0p7X__WD311,70,1.33661,1.07268
V10-01,1_0125_3X_0p5X__JS008,70,1.24558,0.95739
V10-01,1_0125_3X_0p5X__JS016,70,1.2261,1.17363
V10-01,1_0125_3X_0p5X__JS024,70,1.08202,1.09133
V10-01,1_0125_3X_0p7X__WD296,70,1.21481,1.06912
V10-01,1_0125_3X_0p7X__WD304,70,1.16944,1.1555
V10-01,1_0125_3X_0p7X__WD312,70,1.29909,1.13969
V10-01,1_0250_0X_0p5X__JS049,70,1.0876,0.97461
V10-01,1_0250_0X_0p5X__JS057,70,1.10855,1.05903
V10-01,1_0250_0X_0p5X__JS065,70,1.19272,1.05857
V10-01,1_0250_0X_0p7X__WD337,70,1.21569,1.17131
V10-01,1_0250_0X_0p7X__WD345,70,1.30604,1.06897
V10-01,1_0250_0X_0p7X__WD353,70,1.36789,1.10057
V10-01,1_0250_1X_0p5X__JS050,70,1.12958,1.24792
V10-01,1_0250_1X_0p5X__JS058,70,1.21742,1.1746
V10-01,1_0250_1X_0p5X__JS066,70,1.14086,1.15226
V10-01,1_0250_1X_0p7X__WD338,70,1.2058,1.02694
V10-01,1_0250_1X_0p7X__WD346,70,1.18935,0.90372
V10-01,1_0250_1X_0p7X__WD354,70,1.22155,1.02865
V10-01,1_0250_2X_0p5X__JS051,70,1.17549,0.98598
V10-01,1_0250_2X_0p5X__JS059,70,1.17713,1.02295
V10-01,1_0250_2X_0p5X__JS067,70,1.17192,1.10583
V10-01,1_0250_2X_0p7X__WD339,70,1.20206,0.86927
V10-01,1_0250_2X_0p7X__WD347,70,1.18653,1.01302
V10-01,1_0250_2X_0p7X__WD355,70,1.27885,1.13115
V10-01,1_0250_3X_0p5X__JS052,70,1.50359,1.07255
V10-01,1_0250_3X_0p5X__JS060,70,1.30065,0.96296
V10-01,1_0250_3X_0p5X__JS068,70,1.26345,1.01585
V10-01,1_0250_3X_0p7X__WD340,70,1.04402,1.08834
V10-01,1_0250_3X_0p7X__WD348,70,1.17925,1.10095
V10-01,1_0250_3X_0p7X__WD356,70,1.27629,1.12044
V10-01,1_0500_0X_0p5X__JS025,70,1.24604,1.08833
V10-01,1_0500_0X_0p5X__JS033,70,1.11053,1.08951
V10-01,1_0500_0X_0p5X__JS041,70,1.12372,1.09921
V10-01,1_0500_0X_0p7X__WD313,70,1.17588,1.03868
V10-01,1_0500_0X_0p7X__WD321,70,1.07342,1.00189
V10-01,1_0500_0X_0p7X__WD329,70,1.30443,1.09118
V10-01,1_0500_1X_0p5X__JS026,70,1.15231,1.04794
V10-01,1_0500_1X_0p5X__JS034,70,1.072,0.91604
V10-01,1_0500_1X_0p5X__JS042,70,1.30525,1.09923
V10-01,1_0500_1X_0p7X__WD314,70,1.11317,1.08263
V10-01,1_0500_1X_0p7X__WD322,70,1.36035,1.07614
V10-01,1_0500_1X_0p7X__WD330,70,1.20416,1.00656
V10-01,1_0500_2X_0p5X__JS027,70,1.24982,1.06008
V10-01,1_0500_2X_0p5X__JS035,70,1.23151,0.94878
V10-01,1_0500_2X_0p5X__JS043,70,1.23291,0.93561
V10-01,1_0500_2X_0p7X__WD315,70,1.29997,1.00449
V10-01,1_0500_2X_0p7X__WD323,70,1.27593,1.16829
V10-01,1_0500_2X_0p7X__WD331,70,1.24476,0.96981
V10-01,1_0500_3X_0p5X__JS028,70,1.38707,1.18134
V10-01,1_0500_3X_0p5X__JS036,70,1.2109,1.24374
V10-01,1_0500_3X_0p5X__JS044,70,1.06516,0.91726
V10-01,1_0500_3X_0p7X__WD316,70,1.24463,0.97656
V10-01,1_0500_3X_0p7X__WD324,70,1.22081,1.00704
V10-01,1_0500_3X_0p7X__WD332,70,1.24884,0.98043
V10-01,1_2000_0X_0p5X__JS001,70,1.1905,1.13038
V10-01,1_2000_0X_0p5X__JS009,70,1.22252,0.97537
V10-01,1_2000_0X_0p5X__JS017,70,1.10093,1.04542
V10-01,1_2000_0X_0p7X__WD289,70,1.2928,0.93136
V10-01,1_2000_0X_0p7X__WD297,70,1.21446,0.95144
V10-01,1_2000_0X_0p7X__WD305,70,1.16541,1.07943
V10-01,1_2000_1X_0p5X__JS002,70,1.19778,1.20596
V10-01,1_2000_1X_0p5X__JS010,70,1.19098,1.03601
V10-01,1_2000_1X_0p5X__JS018,70,1.15922,0.99988
V10-01,1_2000_1X_0p7X__WD290,70,1.36297,1.18982
V10-01,1_2000_1X_0p7X__WD298,70,1.15818,1.17464
V10-01,1_2000_1X_0p7X__WD306,70,1.05298,0.94209
V10-01,1_2000_2X_0p5X__JS003,70,1.28463,1.07367
V10-01,1_2000_2X_0p5X__JS011,70,1.13849,1.00813
V10-01,1_2000_2X_0p5X__JS019,70,1.19625,1.05662
V10-01,1_2000_2X_0p7X__WD291,70,1.14473,0.98359
V10-01,1_2000_2X_0p7X__WD299,70,1.12132,1.22004
V10-01,1_2000_2X_0p7X__WD307,70,1.16602,1.03061
V10-01,1_2000_3X_0p5X__JS004,70,1.18601,1.12567
V10-01,1_2000_3X_0p5X__JS012,70,1.29278,0.80777
V10-01,1_2000_3X_0p5X__JS020,70,1.13492,1.1465
V10-01,1_2000_3X_0p7X__WD292,70,1.23587,0.98493
V10-01,1_2000_3X_0p7X__WD300,70,1.08256,1.10905
V10-01,1_2000_3X_0p7X__WD308,70,1.15976,1.00745
V11,1_0063_0X_0p5X__JS029,70,0.89086,1.06738
V11,1_0063_0X_0p5X__JS037,70,0.96116,1.01917
V11,1_0063_0X_0p5X__JS045,70,0.83941,1.03384
V11,1_0063_0X_0p7X__WD317,70,0.89244,1.04989
V11,1_0063_0X_0p7X__WD325,70,0.9137,1.07928
V11,1_0063_0X_0p7X__WD333,70,0.86743,1.13869
V11,1_0063_1X_0p5X__JS030,70,0.82299,1.19431
V11,1_0063_1X_0p5X__JS038,70,0.92683,1.02974
V11,1_0063_1X_0p5X__JS046,70,0.90248,1.21882
V11,1_0063_1X_0p7X__WD318,70,0.89577,1.0569
V11,1_0063_1X_0p7X__WD326,70,0.83141,1.06717
V11,1_0063_1X_0p7X__WD334,70,0.87266,1.10677
V11,1_0063_2X_0p5X__JS031,70,0.9105,0.99234
V11,1_0063_2X_0p5X__JS039,70,0.8921,1.002
V11,1_0063_2X_0p5X__JS047,70,0.86211,1.00653
V11,1_0063_2X_0p7X__WD319,70,0.99025,0.98035
V11,1_0063_2X_0p7X__WD327,70,0.82454,1.16045
V11,1_0063_2X_0p7X__WD335,70,0.84113,1.01626
V11,1_0063_3X_0p5X__JS032,70,0.88334,1.0404
V11,1_0063_3X_0p5X__JS040,70,0.93727,1.04979
V11,1_0063_3X_0p5X__JS048,70,0.95341,1.04848
V11,1_0063_3X_0p7X__WD320,70,0.90789,1.02253
V11,1_0063_3X_0p7X__WD328,70,0.88883,0.96087
V11,1_0063_3X_0p7X__WD336,70,0.89736,0.92288
V11,1_0125_0X_0p5X__JS005,70,0.86906,0.99054
V11,1_0125_0X_0p5X__JS013,70,0.9858,0.959
